id,gender,own_car,own_property,child_count,income,type_income,education_level,marital_status,housing_type,age,mobile_phone,work_phone,phone,email_id,type_occupation,family_members,label,experience_yrs
5095554,F,N,N,0,76500.0,Pensioner,Secondary / secondary special,Married,House / apartment,64.0,1,0,1,0,not specified,2,0,1.5787875332173487
5067090,M,N,N,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,37.0,1,0,1,0,Laborers,2,0,12.8
5010865,M,Y,Y,1,450000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,50.0,1,0,1,1,Core staff,3,0,1.9
5041147,F,N,Y,0,90000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,64.0,1,0,0,0,not specified,2,0,2.253919581899929
5105555,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,54.0,1,0,0,0,Laborers,2,0,12.4
5136976,F,N,N,0,306000.0,State servant,Higher education,Married,House / apartment,35.0,1,0,0,0,Medicine staff,2,0,15.3
5058366,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,55.0,1,0,0,0,not specified,1,0,4.1305123076519035
5045844,F,Y,N,0,193500.0,Working,Secondary / secondary special,Married,House / apartment,57.0,1,0,0,0,not specified,2,0,24.6
5115814,M,N,Y,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,39.0,1,0,0,0,Laborers,5,0,18.8
5062362,F,N,Y,0,270000.0,Pensioner,Higher education,Married,House / apartment,57.0,1,0,0,0,not specified,2,0,4.411711193266827
5010596,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.0,1,0,0,0,not specified,2,0,9.725393309992718
5113472,M,N,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,53.0,1,0,1,0,High skill tech staff,2,0,0.9
5041535,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Widow,House / apartment,54.0,1,0,1,0,Laborers,1,0,4.0
5066617,F,N,Y,0,139500.0,Working,Secondary / secondary special,Married,House / apartment,51.0,1,0,0,1,Cooking staff,2,0,0.4
5126751,M,Y,N,2,135000.0,Working,Secondary / secondary special,Married,With parents,46.0,1,0,0,0,not specified,4,0,1.5
5009908,M,Y,N,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,52.0,1,0,0,0,Drivers,2,0,10.0
5068337,F,Y,Y,0,112500.0,Working,Higher education,Married,House / apartment,28.0,1,1,1,0,Laborers,2,0,1.4
5105535,M,Y,Y,0,126000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,56.0,1,0,1,0,not specified,1,0,4.439647991157057
5061724,F,N,Y,0,193500.0,Pensioner,Incomplete higher,Widow,House / apartment,67.0,1,0,0,0,not specified,1,0,4.956630590485623
5028919,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,47.0,1,0,0,0,Sales staff,2,0,4.9
5035627,M,Y,Y,0,337500.0,Working,Higher education,Married,House / apartment,50.0,1,0,0,0,Managers,2,0,18.5
5074705,F,N,Y,0,157500.0,Working,Higher education,Single / not married,House / apartment,61.0,1,0,0,0,Laborers,1,0,29.0
5114061,M,Y,N,1,193500.0,Working,Higher education,Married,House / apartment,49.0,1,1,1,0,not specified,3,0,11.0
5100373,F,N,Y,2,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,35.0,1,0,0,0,Core staff,4,0,10.8
5112765,F,Y,N,1,315000.0,Commercial associate,Higher education,Married,House / apartment,30.0,1,1,1,1,not specified,3,0,5.7
5045439,M,Y,Y,0,180000.0,Pensioner,Higher education,Married,House / apartment,65.0,1,0,0,0,not specified,2,0,12.17263261729292
5113922,F,N,N,0,90000.0,Pensioner,Secondary / secondary special,Single / not married,Municipal apartment,64.0,1,0,0,0,not specified,1,0,2.3126094496608878
5037125,M,Y,N,0,180000.0,Working,Higher education,Married,With parents,32.0,1,0,1,0,Core staff,2,0,6.1
5029538,F,N,Y,0,112500.0,Working,Higher education,Civil marriage,House / apartment,35.0,1,0,0,0,Core staff,2,0,3.3
5010078,M,Y,N,2,157500.0,Working,Secondary / secondary special,Married,Municipal apartment,34.0,1,0,0,0,Cleaning staff,4,0,3.1
5085861,F,N,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,50.0,1,0,0,0,Cleaning staff,2,0,14.2
5009146,M,Y,N,0,315000.0,Working,Higher education,Married,House / apartment,43.0,1,1,1,0,Managers,2,0,10.2
5149433,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Widow,House / apartment,54.0,1,0,0,0,not specified,1,0,7.2
5061753,F,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.0,1,0,1,0,not specified,2,0,2.132019249764141
5143009,M,Y,N,1,99000.0,Pensioner,Secondary / secondary special,Married,House / apartment,51.0,1,0,1,0,not specified,3,0,16.38558192129342
5079017,M,Y,Y,2,900000.0,Commercial associate,Higher education,Married,House / apartment,27.0,1,0,0,0,Managers,4,0,2.7
5096318,M,Y,N,0,270000.0,Commercial associate,Higher education,Single / not married,House / apartment,26.0,1,0,0,0,Core staff,1,0,0.4
5038615,F,N,N,1,112500.0,Commercial associate,Higher education,Married,With parents,34.0,1,0,0,0,Core staff,3,0,9.0
5047670,F,N,N,1,180000.0,State servant,Higher education,Married,House / apartment,39.0,1,1,1,1,Core staff,3,0,6.8
5044987,F,N,Y,0,141750.0,Pensioner,Higher education,Married,House / apartment,56.0,1,0,1,0,not specified,2,0,4.205468594717453
5036828,F,N,Y,0,180000.0,Working,Higher education,Married,House / apartment,53.0,1,0,0,0,Sales staff,2,0,11.9
5139892,F,N,Y,0,112500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,51.0,1,0,1,0,Medicine staff,2,0,16.5
5135446,F,N,Y,1,225000.0,Working,Secondary / secondary special,Married,With parents,27.0,1,0,0,0,Cleaning staff,3,0,0.5
5095586,F,N,N,0,270000.0,Working,Incomplete higher,Civil marriage,House / apartment,24.0,1,1,0,1,Medicine staff,2,0,0.8
5068963,M,Y,N,0,202500.0,Working,Higher education,Married,House / apartment,42.0,1,0,0,0,not specified,2,0,8.4
5022047,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,Office apartment,41.0,1,1,1,0,Drivers,2,0,22.3
5048121,M,Y,Y,2,292500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,33.0,1,0,1,0,not specified,4,0,7.3
5117219,F,N,Y,0,202500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,30.0,1,0,0,0,Core staff,2,0,5.4
5009821,F,Y,N,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,41.0,1,0,1,0,Cooking staff,2,0,15.0
5033500,M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,48.0,1,0,0,0,Laborers,2,0,5.5
5058281,F,N,Y,0,306000.0,Commercial associate,Higher education,Married,House / apartment,41.0,1,1,1,1,not specified,2,0,9.4
5054373,F,N,N,0,148500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,57.0,1,0,1,0,not specified,1,0,7.039945279556468
5142988,F,N,N,1,135000.0,Working,Higher education,Married,House / apartment,29.0,1,1,0,0,Core staff,3,0,4.1
5137229,M,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,39.0,1,1,0,0,Drivers,2,0,7.4
5113373,F,N,Y,1,180000.0,Pensioner,Higher education,Married,House / apartment,52.0,1,0,1,0,not specified,3,0,4.201233985234242
5053152,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,65.0,1,0,0,0,not specified,1,0,6.499561881444336
5090386,F,N,Y,0,247500.0,Commercial associate,Higher education,Single / not married,House / apartment,59.0,1,0,0,0,Core staff,1,0,37.6
5142899,F,N,N,0,112500.0,Commercial associate,Higher education,Single / not married,With parents,25.0,1,0,0,0,Laborers,1,0,0.6
5113510,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,47.0,1,0,0,0,Laborers,2,0,0.4
5009791,F,N,N,0,198000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,60.0,1,0,1,0,not specified,1,0,7.226889651813778
5149484,F,Y,Y,1,135000.0,Commercial associate,Higher education,Married,House / apartment,31.0,1,0,0,0,not specified,3,0,6.8
5092221,M,N,N,0,67500.0,State servant,Secondary / secondary special,Married,House / apartment,32.0,1,0,0,0,Laborers,2,0,7.7
5067003,M,Y,Y,0,202500.0,Working,Secondary / secondary special,Married,House / apartment,51.0,1,0,1,0,Laborers,2,0,32.6
5023838,F,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,54.0,1,0,1,0,Core staff,2,0,3.0
5095433,F,N,Y,0,292500.0,Working,Higher education,Married,House / apartment,51.0,1,0,0,0,High skill tech staff,2,0,25.4
5033797,F,Y,Y,0,148500.0,Commercial associate,Secondary / secondary special,Married,Office apartment,47.0,1,0,0,0,Core staff,2,0,6.2
5022803,F,Y,Y,0,202500.0,Working,Higher education,Widow,House / apartment,33.0,1,0,0,0,Managers,1,0,4.1
5104953,M,Y,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,59.0,1,0,0,0,Drivers,2,0,6.6
5100098,F,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,30.0,1,0,0,0,not specified,2,0,2.3
5091792,M,Y,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,42.0,1,1,0,0,Low-skill Laborers,3,0,8.1
5149805,F,N,Y,0,135000.0,State servant,Incomplete higher,Single / not married,With parents,27.0,1,0,1,1,not specified,1,0,5.7
5089681,F,N,N,0,261000.0,Commercial associate,Incomplete higher,Married,House / apartment,27.0,1,1,0,0,not specified,2,0,2.9
5052678,F,N,Y,1,135000.0,Working,Higher education,Married,House / apartment,43.0,1,1,1,0,High skill tech staff,3,0,22.4
5116809,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,50.0,1,0,0,0,High skill tech staff,2,0,1.9
5143353,M,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,29.0,1,1,0,0,Sales staff,2,0,3.8
5090232,F,N,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,60.0,1,0,0,0,High skill tech staff,1,0,25.9
5117095,M,Y,Y,0,360000.0,Pensioner,Secondary / secondary special,Married,House / apartment,38.0,1,0,0,0,not specified,2,0,5.371495460446706
5088987,F,N,N,2,171000.0,Working,Secondary / secondary special,Married,House / apartment,40.0,1,1,1,0,Core staff,4,0,3.2
5021584,F,N,N,1,40500.0,State servant,Secondary / secondary special,Married,Rented apartment,36.0,1,0,0,0,Cooking staff,3,0,5.3
5009291,F,N,N,0,130500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.0,1,0,1,0,Cleaning staff,2,0,13.2
5051007,F,N,N,0,306000.0,Commercial associate,Higher education,Married,House / apartment,29.0,1,0,0,0,Managers,2,0,3.7
5024263,F,Y,N,0,202500.0,Commercial associate,Secondary / secondary special,Married,Municipal apartment,58.0,1,0,1,0,Accountants,2,0,3.1
5125771,F,N,Y,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,64.0,1,0,0,0,not specified,2,0,1.3
5021879,M,Y,N,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,36.0,1,0,1,0,Laborers,4,0,0.6
5137247,F,N,N,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,48.0,1,1,1,0,Secretaries,2,0,9.0
5096336,F,Y,N,0,153000.0,Pensioner,Secondary / secondary special,Widow,House / apartment,65.0,1,0,1,0,not specified,1,0,8.141522718257047
5061762,F,Y,N,1,135000.0,Working,Higher education,Married,Rented apartment,31.0,1,0,0,1,Accountants,3,0,1.5
5069117,F,N,Y,0,180000.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,56.0,1,0,0,0,not specified,1,0,7.050269004095833
5009579,F,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,58.0,1,0,0,0,not specified,2,0,9.764016363724176
5048319,F,N,N,0,90000.0,Working,Higher education,Separated,House / apartment,60.0,1,0,0,0,Core staff,1,0,4.2
5023389,M,Y,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,37.0,1,0,0,0,Core staff,4,0,5.7
5143457,M,Y,Y,0,247500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,33.0,1,0,0,0,High skill tech staff,2,0,4.8
5089225,M,N,N,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.0,1,0,1,0,not specified,2,0,4.173660456805521
5069257,F,Y,Y,1,67500.0,Working,Secondary / secondary special,Married,House / apartment,35.0,1,0,1,1,Laborers,3,0,2.6
5044939,M,N,Y,2,360000.0,State servant,Higher education,Married,House / apartment,44.0,1,0,1,0,Managers,4,0,15.4
5022730,M,Y,N,3,360000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,42.0,1,0,0,0,Managers,5,0,4.6
5149413,F,N,Y,2,315000.0,Commercial associate,Higher education,Married,House / apartment,30.0,1,0,1,0,Managers,4,0,0.5
5062745,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,41.0,1,0,1,0,Cleaning staff,2,0,3.1
5105565,M,N,Y,0,135000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,63.0,1,0,1,0,not specified,2,0,1.9458335941582796
5114544,F,N,Y,0,166500.0,Working,Incomplete higher,Married,House / apartment,30.0,1,0,0,1,Laborers,2,0,11.0
5078841,M,N,Y,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,56.0,1,0,0,0,Medicine staff,2,0,9.0
5117392,F,N,N,0,135000.0,Commercial associate,Incomplete higher,Single / not married,House / apartment,48.0,1,0,0,0,Accountants,1,0,0.9
5022189,F,N,N,1,135000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,42.0,1,0,0,0,High skill tech staff,2,0,21.9
5105422,F,N,Y,0,193500.0,Working,Secondary / secondary special,Single / not married,House / apartment,51.0,1,0,0,0,not specified,1,0,26.5
5143453,M,Y,Y,0,247500.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,33.0,1,0,0,0,High skill tech staff,2,0,4.8
5067832,F,Y,Y,0,315000.0,Working,Higher education,Married,House / apartment,59.0,1,0,0,1,not specified,2,0,1.6
5090995,M,Y,Y,0,405000.0,Working,Higher education,Married,House / apartment,28.0,1,1,1,1,Managers,2,0,7.2
5089512,F,Y,N,1,405000.0,Working,Secondary / secondary special,Married,Rented apartment,38.0,1,1,1,1,Core staff,3,0,4.6
5116373,F,N,N,1,90000.0,Working,Secondary / secondary special,Married,With parents,28.0,1,0,0,0,not specified,3,0,2.7
5149106,M,N,Y,2,270000.0,Working,Secondary / secondary special,Married,House / apartment,34.0,1,0,0,0,Security staff,4,0,9.9
5091737,F,Y,Y,0,243000.0,Working,Secondary / secondary special,Single / not married,House / apartment,40.0,1,0,0,0,Sales staff,1,0,5.6
5052620,M,Y,Y,1,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,44.0,1,0,1,0,High skill tech staff,3,0,5.5
5087819,M,N,Y,2,112500.0,Working,Secondary / secondary special,Married,House / apartment,43.0,1,0,0,0,Security staff,4,0,4.3
5139757,M,Y,Y,0,337500.0,Working,Higher education,Married,House / apartment,65.0,1,0,0,0,Laborers,2,0,20.5
5113639,F,N,N,0,135000.0,Pensioner,Higher education,Married,Municipal apartment,54.0,1,0,0,0,not specified,2,0,7.3821818744739245
5052811,F,N,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,47.0,1,0,0,0,Managers,2,0,12.4
5095751,F,N,N,0,202500.0,Working,Secondary / secondary special,Married,With parents,35.0,1,1,1,0,Managers,2,0,0.9
5096785,F,Y,Y,0,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,66.0,1,0,0,0,not specified,2,0,4.019119009328627
5062286,M,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,23.0,1,1,0,1,Core staff,2,0,3.0
5090805,F,N,N,0,135000.0,Working,Secondary / secondary special,Single / not married,House / apartment,46.0,1,0,0,0,not specified,1,0,18.1
5079075,F,N,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,43.0,1,1,0,0,Core staff,2,0,4.5
5146447,F,N,Y,0,135000.0,Working,Secondary / secondary special,Widow,House / apartment,39.0,1,0,1,0,Managers,1,0,2.5
5051008,F,N,N,1,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,29.0,1,1,1,1,Realty agents,3,0,9.3
5100106,M,Y,N,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,48.0,1,1,1,0,Laborers,2,0,8.9
5094896,M,Y,Y,1,180000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,39.0,1,0,0,0,Managers,3,0,10.8
5050894,M,Y,N,0,292500.0,Pensioner,Secondary / secondary special,Married,House / apartment,52.0,1,0,0,0,not specified,2,0,28.84544281806818
5054414,M,N,N,0,225000.0,Commercial associate,Higher education,Married,With parents,36.0,1,1,0,0,Managers,2,0,13.9
5025791,F,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,51.0,1,0,0,0,Core staff,2,0,9.9
5067949,F,N,Y,0,157500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,50.0,1,0,1,1,not specified,1,0,9.8
5142482,M,Y,N,2,166500.0,Commercial associate,Higher education,Married,House / apartment,34.0,1,0,0,0,Core staff,4,0,3.3
5041271,M,N,Y,0,445500.0,Commercial associate,Higher education,Separated,House / apartment,53.0,1,0,0,0,not specified,1,0,6.8
5115957,F,Y,Y,0,180000.0,Working,Secondary / secondary special,Widow,House / apartment,42.0,1,0,0,0,Sales staff,1,0,11.8
5010881,F,N,Y,0,45000.0,Pensioner,Secondary / secondary special,Married,House / apartment,57.0,1,0,1,0,not specified,2,0,14.535023648328115
5029423,F,N,Y,1,315000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,31.0,1,0,0,1,Core staff,3,0,6.9
5105159,M,N,Y,2,450000.0,Commercial associate,Higher education,Married,House / apartment,34.0,1,1,1,0,Managers,4,0,6.0
5029610,F,Y,Y,0,180000.0,Commercial associate,Higher education,Single / not married,House / apartment,42.0,1,0,0,0,Core staff,1,0,19.6
5117450,F,N,N,2,90000.0,Working,Secondary / secondary special,Married,House / apartment,33.0,1,1,0,0,not specified,4,0,0.3
5023949,M,Y,Y,1,148500.0,Working,Secondary / secondary special,Married,House / apartment,41.0,1,0,0,0,Laborers,3,0,14.2
5089737,F,Y,N,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,52.0,1,1,1,0,Cleaning staff,2,0,18.5
5143402,M,Y,Y,0,144000.0,Commercial associate,Higher education,Married,House / apartment,53.0,1,0,1,0,Managers,2,0,6.5
5136909,M,N,N,1,360000.0,Working,Secondary / secondary special,Married,House / apartment,42.0,1,1,0,1,Managers,3,0,8.0
5143596,F,N,N,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,32.0,1,1,0,0,Waiters/barmen staff,2,0,9.1
5095939,M,N,N,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,48.0,1,0,1,0,Managers,2,0,9.9
5113343,M,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,31.0,1,0,0,0,Laborers,4,0,12.6
5142920,F,N,N,1,292500.0,Working,Incomplete higher,Married,House / apartment,34.0,1,1,1,0,Sales staff,3,0,11.0
5114294,F,N,N,0,112500.0,State servant,Secondary / secondary special,Widow,House / apartment,53.0,1,1,0,0,not specified,1,0,14.4
5088055,F,N,Y,0,216000.0,Working,Secondary / secondary special,Single / not married,House / apartment,49.0,1,0,0,0,Medicine staff,1,0,8.4
5142815,M,Y,N,0,126000.0,Commercial associate,Incomplete higher,Married,House / apartment,28.0,1,0,1,0,Laborers,2,0,8.0
5054460,M,Y,N,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,52.0,1,0,1,0,Laborers,3,0,5.2
5113134,F,N,Y,0,189000.0,Pensioner,Incomplete higher,Widow,House / apartment,60.0,1,0,0,0,not specified,1,0,11.106159911747202
5069380,M,N,Y,0,337500.0,Working,Secondary / secondary special,Single / not married,House / apartment,46.0,1,0,0,0,High skill tech staff,1,0,3.5
5065798,F,N,Y,0,44550.0,Pensioner,Secondary / secondary special,Married,House / apartment,63.0,1,0,0,0,not specified,2,0,8.531570025554613
5036396,F,Y,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,37.0,1,0,0,0,Cooking staff,2,0,3.4
5148535,F,N,Y,1,157500.0,Working,Secondary / secondary special,Married,House / apartment,29.0,1,0,1,0,not specified,3,0,4.7
5105436,M,N,Y,2,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,39.0,1,0,0,0,not specified,4,0,6.3
5105412,F,N,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,35.0,1,0,0,0,not specified,4,0,4.2
5026177,M,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,House / apartment,53.0,1,1,0,0,Laborers,2,0,21.4
5142584,M,Y,Y,0,301500.0,Working,Secondary / secondary special,Married,Rented apartment,25.0,1,0,0,0,Laborers,2,0,2.4
5054297,F,Y,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,39.0,1,1,0,0,Cooking staff,2,0,20.2
5118108,M,Y,N,0,90000.0,Working,Secondary / secondary special,Single / not married,House / apartment,23.0,1,1,0,0,Laborers,1,0,3.0
5054106,F,N,N,0,67500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,59.0,1,0,0,0,not specified,1,0,6.892620073185395
5010683,M,Y,Y,0,292500.0,Working,Higher education,Married,House / apartment,28.0,1,0,0,0,Managers,2,0,6.1
5045850,F,Y,Y,2,315000.0,Commercial associate,Higher education,Married,With parents,35.0,1,0,0,0,Managers,4,0,3.6
5058371,F,N,Y,0,117000.0,Working,Secondary / secondary special,Married,House / apartment,48.0,1,1,1,0,not specified,2,0,1.0
5068147,F,N,Y,0,157500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,56.0,1,0,0,0,not specified,1,0,12.903912998237196
5137187,F,Y,N,0,67500.0,Working,Secondary / secondary special,Married,House / apartment,31.0,1,1,0,0,not specified,2,0,5.3
5139859,M,Y,Y,0,189000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,55.0,1,0,0,0,not specified,1,0,3.435205822938534
5095873,F,N,N,0,202500.0,Working,Higher education,Civil marriage,House / apartment,42.0,1,1,1,0,Core staff,2,0,14.2
5126809,M,N,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,29.0,1,0,1,1,Laborers,3,0,6.4
5096604,F,Y,N,1,225000.0,Working,Higher education,Civil marriage,House / apartment,37.0,1,1,1,0,Core staff,3,0,2.7
5036765,F,N,N,1,112500.0,Working,Secondary / secondary special,Married,House / apartment,35.0,1,0,0,1,Laborers,3,0,3.4
5091880,F,Y,Y,0,202500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,51.0,1,0,0,0,Accountants,2,0,19.3
5090082,M,N,N,0,180000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,41.0,1,0,0,0,not specified,2,0,4.6
5061481,F,N,Y,1,225000.0,Commercial associate,Higher education,Married,House / apartment,26.0,1,0,0,1,Managers,3,0,6.2
5125235,F,N,Y,2,157500.0,Commercial associate,Higher education,Married,House / apartment,38.0,1,0,0,0,High skill tech staff,4,0,0.2
5089474,M,N,N,0,180000.0,Working,Higher education,Married,House / apartment,39.0,1,0,0,0,Laborers,2,0,9.4
5126021,F,N,N,1,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,41.0,1,1,1,0,Core staff,3,0,7.3
5114630,F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,54.0,1,1,0,0,Sales staff,2,0,0.8
5010225,F,Y,Y,1,90000.0,State servant,Secondary / secondary special,Married,House / apartment,48.0,1,0,0,0,Medicine staff,3,0,22.0
5118526,F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,61.0,1,0,0,0,not specified,2,0,1.4
5061340,F,N,Y,0,94500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,67.0,1,0,0,0,not specified,1,0,2.6380490965685675
5118527,F,N,Y,0,180000.0,Commercial associate,Higher education,Married,House / apartment,61.0,1,0,0,0,not specified,2,0,1.4
5090186,M,Y,Y,0,450000.0,Pensioner,Higher education,Married,House / apartment,64.0,1,0,0,0,not specified,2,0,7.569361304818335
5089596,M,Y,N,0,315000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,38.0,1,0,0,0,Managers,2,0,2.7
5066865,F,N,Y,2,54000.0,Working,Secondary / secondary special,Married,House / apartment,27.0,1,0,0,0,Sales staff,4,0,2.2
5061832,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Married,House / apartment,62.0,1,0,0,0,not specified,2,0,4.248572887590009
5009941,F,N,Y,2,157500.0,Working,Secondary / secondary special,Married,House / apartment,29.0,1,0,0,0,Sales staff,4,0,6.4
5052731,F,N,Y,0,180000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,38.0,1,0,0,0,Laborers,2,0,3.1
5137175,F,N,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,55.0,1,1,1,0,Sales staff,2,0,10.3
5045614,M,Y,Y,1,360000.0,Working,Higher education,Married,House / apartment,43.0,1,0,0,0,Drivers,3,0,3.6
5067926,F,N,Y,0,112500.0,Pensioner,Secondary / secondary special,Widow,House / apartment,62.0,1,0,0,0,not specified,1,0,19.19160612509613
5047870,M,Y,Y,1,292500.0,Commercial associate,Higher education,Married,House / apartment,34.0,1,0,0,0,not specified,3,0,9.1
5025161,M,N,N,0,360000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,34.0,1,0,0,0,Laborers,2,0,14.1
5145694,M,Y,Y,0,225000.0,Working,Higher education,Single / not married,With parents,26.0,1,1,1,0,not specified,1,0,1.8
5113455,F,N,Y,1,126000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,50.0,1,0,0,0,Laborers,3,0,11.3
5150164,F,N,N,0,135000.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,65.0,1,0,1,0,not specified,1,0,5.558839103893089
5126321,F,N,N,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,49.0,1,1,1,0,High skill tech staff,2,0,4.7
5088450,F,N,Y,0,157500.0,State servant,Secondary / secondary special,Widow,House / apartment,63.0,1,0,1,0,Drivers,1,0,5.6
5068631,F,Y,Y,0,216000.0,Working,Secondary / secondary special,Married,House / apartment,58.0,1,0,0,0,Managers,2,0,10.0
5021693,M,Y,Y,2,337500.0,Working,Incomplete higher,Married,House / apartment,34.0,1,0,1,0,Laborers,4,0,4.6
5111172,M,Y,Y,0,225000.0,Working,Higher education,Married,Rented apartment,29.0,1,0,0,0,Sales staff,2,0,1.3
5029184,F,N,Y,1,108000.0,Working,Secondary / secondary special,Married,House / apartment,44.0,1,0,0,0,Laborers,3,0,12.6
5069051,M,Y,N,0,225000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,49.0,1,0,0,0,Laborers,2,0,6.8
5046379,F,N,N,0,180000.0,Working,Incomplete higher,Married,House / apartment,54.0,1,0,0,0,Laborers,2,0,5.2
5118477,F,N,Y,0,180000.0,Working,Secondary / secondary special,Married,House / apartment,48.0,1,0,0,0,Laborers,2,0,2.4
5106118,F,Y,Y,1,135000.0,Working,Higher education,Married,House / apartment,37.0,1,0,0,0,Core staff,3,0,1.1
5024148,F,Y,N,0,180000.0,Working,Higher education,Married,With parents,31.0,1,1,1,0,Accountants,2,0,2.8
5112966,F,N,N,0,112500.0,Working,Secondary / secondary special,Married,House / apartment,52.0,1,0,1,0,not specified,2,0,29.3
5089240,F,N,N,0,270000.0,State servant,Secondary / secondary special,Separated,House / apartment,53.0,1,0,1,1,Medicine staff,1,0,33.8
